order_id,customer_id,order_date,region,product_category,price,quantity,coupon_code,revenue,paid
800,32,9/27/2024,North,Home,10.32,3,,30.96,TRUE
801,10,3/14/2024,East,Electronics,19.86,4,WELCOME10,79.44,TRUE
802,104,3/12/2024,North,Home,134.96,3,,404.88,TRUE
803,135,10/7/2024,North,Clothing,15.92,3,,47.76,TRUE
804,159,3/21/2024,West,Electronics,83.36,1,,83.36,TRUE
805,147,6/29/2024,East,Home,139.43,3,,418.29,TRUE
806,141,11/20/2024,South,Books,377.76,4,,1511.04,TRUE
807,75,4/2/2024,West,Home,37.72,1,,37.72,TRUE
808,214,4/12/2024,East,Clothing,61,1,,61,TRUE
809,54,9/20/2024,North,Books,64.69,2,,129.38,TRUE
810,171,7/7/2024,West,Clothing,74.88,4,,299.52,TRUE
811,135,1/10/2024,West,Home,21.47,3,WELCOME10,64.41,TRUE
812,165,6/11/2024,South,Home,151.11,3,,453.33,TRUE
813,188,11/15/2024,North,Books,198.1,2,,396.2,TRUE
814,265,11/18/2024,West,Books,36.7,3,SPRING20,110.1,TRUE
815,19,9/10/2024,West,Home,53.08,2,,106.16,TRUE
816,107,3/9/2024,South,Books,20.02,2,SPRING20,40.04,TRUE
817,22,5/1/2024,West,Clothing,56.94,1,,56.94,TRUE
818,68,5/21/2024,West,Home,107.89,1,,107.89,TRUE
819,15,4/9/2024,East,Books,9.41,1,,9.41,TRUE
820,21,5/8/2024,East,Home,74.07,2,,148.14,TRUE
821,266,2/4/2024,West,Clothing,8.04,1,,8.04,TRUE
822,43,7/17/2024,East,Home,34.78,2,SPRING20,69.56,TRUE
823,277,1/17/2024,South,Books,6.8,2,,13.6,TRUE
824,78,6/14/2024,West,Electronics,25.39,4,,101.56,TRUE
825,43,9/30/2024,East,Electronics,148.15,4,WELCOME10,592.6,TRUE
826,292,6/15/2024,North,Electronics,130.05,3,,390.15,TRUE
827,157,5/7/2024,North,Electronics,29.38,2,,58.76,TRUE
828,235,3/23/2024,East,Electronics,38.3,4,,153.2,TRUE
829,86,1/15/2024,North,Home,86.71,3,,260.13,TRUE
830,35,6/14/2024,West,Clothing,82.79,3,,248.37,TRUE
831,235,9/8/2024,East,Home,20.97,3,WELCOME10,62.91,TRUE
832,221,8/21/2024,West,Books,9.06,3,,27.18,TRUE
833,211,6/10/2024,North,Books,49.61,1,WELCOME10,49.61,TRUE
834,287,6/26/2024,South,Electronics,43.69,4,,174.76,TRUE
835,65,7/24/2024,South,Books,27.01,3,,81.03,TRUE
836,206,4/9/2024,North,Books,111.64,1,WELCOME10,111.64,TRUE
837,275,6/8/2024,South,Clothing,151.43,4,WELCOME10,605.72,TRUE
838,167,7/5/2024,East,Clothing,69.61,4,,278.44,TRUE
839,245,5/4/2024,West,Books,13.27,2,WELCOME10,26.54,TRUE
840,181,7/20/2024,North,Clothing,8.02,3,,24.06,TRUE
841,212,11/28/2024,East,Home,8.9,3,WELCOME10,26.700000000000003,TRUE
842,26,10/11/2024,North,Books,17.19,1,,17.19,TRUE
843,233,11/5/2024,East,Books,41.19,2,WELCOME10,82.38,TRUE
844,70,7/5/2024,West,Home,115.52,1,,115.52,TRUE
845,32,8/10/2024,South,Home,49.59,1,SPRING20,49.59,TRUE
846,60,9/26/2024,East,Home,216.89,2,,433.78,TRUE
847,30,2/8/2024,West,Home,57.67,2,WELCOME10,115.34,TRUE
848,124,4/1/2024,East,Home,59.71,2,WELCOME10,119.42,TRUE
849,33,3/28/2024,West,Electronics,99.48,4,WELCOME10,397.92,TRUE
850,250,5/3/2024,North,Clothing,82.2,2,SPRING20,164.4,TRUE
851,201,2/29/2024,East,Home,95.29,1,,95.29,TRUE
852,69,6/23/2024,East,Home,67.95,3,,203.85,TRUE
853,39,11/14/2024,East,Clothing,147.63,4,,590.52,TRUE
854,98,10/22/2024,North,Clothing,9.61,4,,38.44,TRUE
855,266,11/23/2024,South,Electronics,379.5,2,,759,TRUE
856,277,1/26/2024,West,Books,92.2,4,,368.8,TRUE
857,244,10/15/2024,West,Electronics,42.98,1,,42.98,TRUE
858,157,6/7/2024,East,Books,23.91,4,,95.64,TRUE
859,174,4/26/2024,East,Home,162.68,4,,650.72,TRUE
860,93,12/13/2024,South,Electronics,104.97,4,WELCOME10,419.88,TRUE
861,5,6/18/2024,West,Electronics,114.72,4,,458.88,TRUE
862,208,7/4/2024,South,Electronics,93,2,,186,TRUE
863,32,4/26/2024,South,Books,84.71,1,SPRING20,84.71,TRUE
864,229,6/22/2024,South,Electronics,74.71,3,,224.13,TRUE
865,77,8/29/2024,North,Books,136.15,2,,272.3,TRUE
866,251,12/7/2024,North,Home,26.46,2,,52.92,TRUE
867,295,10/8/2024,West,Home,343.54,3,,1030.62,TRUE
868,84,3/14/2024,West,Electronics,11.79,4,WELCOME10,47.16,TRUE
869,209,7/21/2024,South,Home,111.85,4,,447.4,TRUE
870,75,5/14/2024,West,Clothing,23.29,4,WELCOME10,93.16,TRUE
871,71,9/15/2024,North,Electronics,106.22,2,,212.44,TRUE
872,229,1/31/2024,West,Electronics,59.42,2,,118.84,TRUE
873,186,3/18/2024,North,Clothing,14.33,4,,57.32,TRUE
874,287,7/25/2024,West,Home,7.38,2,,14.76,TRUE
875,100,12/13/2024,North,Electronics,54.68,3,WELCOME10,164.04,TRUE
876,295,12/18/2024,South,Home,5.73,2,,11.46,TRUE
877,42,10/25/2024,North,Home,72.74,2,SPRING20,145.48,TRUE
878,177,10/1/2024,West,Clothing,76.94,3,,230.82,TRUE
879,171,7/30/2024,West,Clothing,13.1,3,,39.3,TRUE
880,243,8/4/2024,East,Clothing,128.66,3,,385.98,TRUE
881,151,6/19/2024,South,Clothing,172.45,4,,689.8,TRUE
882,65,1/25/2024,North,Home,133.69,3,,401.07,TRUE
883,190,8/30/2024,South,Home,53.68,2,,107.36,TRUE
884,189,5/30/2024,East,Clothing,87.76,3,,263.28000000000003,TRUE
885,97,6/5/2024,West,Electronics,44.54,4,,178.16,TRUE
886,156,2/23/2024,North,Home,216.4,4,WELCOME10,865.6,TRUE
887,257,6/7/2024,East,Clothing,29.34,4,WELCOME10,117.36,FALSE
888,155,4/13/2024,West,Electronics,30.04,3,WELCOME10,90.12,TRUE
889,277,4/22/2024,South,Books,8.9,2,,17.8,TRUE
890,251,8/26/2024,South,Books,46.9,4,WELCOME10,187.6,TRUE
891,27,1/22/2024,East,Home,158.38,1,,158.38,TRUE
892,275,6/4/2024,West,Books,29.11,3,SPRING20,87.33,TRUE
893,254,5/13/2024,South,Books,31.77,4,,127.08,TRUE
894,231,7/19/2024,North,Home,20.45,4,,81.8,FALSE
895,118,3/23/2024,North,Home,68.8,4,SPRING20,275.2,TRUE
896,63,8/26/2024,North,Clothing,32.61,4,,130.44,TRUE
897,167,2/18/2024,North,Clothing,34.23,2,,68.46,TRUE
898,152,8/24/2024,East,Books,77.82,2,,155.64,TRUE
899,69,9/9/2024,North,Books,8.47,3,WELCOME10,25.410000000000004,TRUE
900,198,12/16/2024,East,Electronics,12.42,4,,49.68,TRUE
901,190,1/25/2024,South,Electronics,217.86,4,,871.44,TRUE
902,276,4/16/2024,South,Home,61.31,3,,183.93,TRUE
903,248,6/17/2024,East,Clothing,234.54,3,WELCOME10,703.62,TRUE
904,165,8/23/2024,South,Clothing,13.64,3,WELCOME10,40.92,TRUE
905,274,6/17/2024,West,Clothing,10.34,4,,41.36,TRUE
906,150,6/24/2024,East,Electronics,10.2,4,,40.8,TRUE
907,206,7/31/2024,West,Electronics,16.78,3,WELCOME10,50.34,TRUE
908,244,12/11/2024,West,Home,12.14,4,,48.56,TRUE
909,155,9/18/2024,East,Home,78.53,1,WELCOME10,78.53,TRUE
910,242,8/28/2024,North,Electronics,262.57,2,,525.14,TRUE
911,9,1/24/2024,East,Clothing,204.79,3,,614.37,TRUE
912,69,7/15/2024,North,Home,32.21,1,,32.21,TRUE
913,83,5/28/2024,North,Clothing,233.18,2,WELCOME10,466.36,TRUE
914,214,5/21/2024,North,Books,87.7,4,,350.8,TRUE
915,222,1/30/2024,East,Clothing,26.64,2,,53.28,TRUE
916,203,6/5/2024,East,Home,67.24,1,,67.24,TRUE
917,90,8/30/2024,West,Home,43.43,2,,86.86,TRUE
918,280,7/1/2024,West,Electronics,143.45,2,SPRING20,286.9,TRUE
919,270,7/10/2024,East,Home,92.38,4,,369.52,TRUE
920,217,8/19/2024,West,Clothing,116.35,2,,232.7,TRUE
921,25,3/1/2024,North,Electronics,11.98,2,,23.96,TRUE
922,250,7/16/2024,South,Home,56.94,1,,56.94,TRUE
923,220,7/30/2024,East,Books,9.86,1,WELCOME10,9.86,TRUE
924,122,12/1/2024,West,Clothing,26.47,4,,105.88,TRUE
925,142,4/10/2024,North,Clothing,86.99,3,,260.97,TRUE
926,7,2/22/2024,West,Books,30.09,4,WELCOME10,120.36,TRUE
927,3,4/2/2024,West,Clothing,17.88,2,,35.76,TRUE
928,235,12/14/2024,West,Electronics,81.81,4,,327.24,TRUE
929,157,4/6/2024,South,Home,13.22,3,,39.66,TRUE
930,36,4/16/2024,South,Electronics,77.4,1,,77.4,TRUE
931,206,8/17/2024,East,Clothing,27,2,,54,TRUE
932,175,2/27/2024,East,Electronics,19.49,4,WELCOME10,77.96,FALSE
933,79,2/9/2024,West,Clothing,155.43,2,,310.86,TRUE
934,106,12/12/2024,South,Clothing,12.39,4,,49.56,TRUE
935,220,3/19/2024,West,Home,195.68,1,,195.68,TRUE
936,149,3/2/2024,West,Electronics,96.37,3,WELCOME10,289.11,TRUE
937,152,4/16/2024,North,Clothing,54.92,1,,54.92,TRUE
938,200,8/26/2024,South,Home,177.4,2,,354.8,TRUE
939,263,11/9/2024,West,Clothing,86.74,1,,86.74,TRUE
940,278,5/13/2024,South,Clothing,100.12,4,,400.48,TRUE
941,51,7/23/2024,South,Home,34.38,3,,103.14,TRUE
942,91,6/2/2024,West,Books,19.14,4,,76.56,TRUE
943,10,9/12/2024,North,Clothing,13.9,3,,41.7,TRUE
944,106,5/2/2024,South,Home,190.68,1,,190.68,TRUE
945,86,4/3/2024,North,Clothing,98.98,2,,197.96,TRUE
946,34,10/20/2024,East,Electronics,42.67,1,,42.67,TRUE
947,122,5/23/2024,West,Books,125.58,3,SPRING20,376.74,TRUE
948,34,12/14/2024,North,Home,124.5,3,,373.5,TRUE
949,127,2/11/2024,East,Home,46.52,4,WELCOME10,186.08,TRUE
950,8,11/15/2024,East,Electronics,337.68,1,,337.68,TRUE
951,28,9/20/2024,South,Electronics,168.39,3,WELCOME10,505.17,TRUE
952,297,5/10/2024,West,Electronics,69.48,3,,208.44,TRUE
953,46,6/23/2024,West,Books,30.95,3,,92.85,TRUE
954,138,3/16/2024,West,Books,19.98,3,,59.94,TRUE
955,240,6/29/2024,East,Home,20.35,1,,20.35,TRUE
956,47,3/7/2024,East,Books,88.48,1,,88.48,TRUE
957,122,8/28/2024,South,Electronics,170.99,1,WELCOME10,170.99,TRUE
958,59,6/14/2024,South,Electronics,15.27,4,,61.08,TRUE
959,22,1/26/2024,East,Home,7.7,4,WELCOME10,30.8,TRUE
960,257,12/6/2024,East,Home,93.59,1,WELCOME10,93.59,TRUE
961,148,7/11/2024,East,Home,166.09,2,,332.18,TRUE
962,148,5/8/2024,South,Books,237.87,2,,475.74,TRUE
963,28,2/22/2024,South,Clothing,54.26,4,,217.04,TRUE
964,98,12/3/2024,South,Home,16.73,1,,16.73,TRUE
965,233,2/24/2024,South,Home,289.22,3,,867.6600000000001,TRUE
966,239,5/7/2024,West,Clothing,199.25,2,,398.5,TRUE
967,235,6/12/2024,North,Books,72.25,2,,144.5,FALSE
968,240,11/30/2024,East,Books,30.51,4,,122.04,TRUE
969,196,11/12/2024,East,Electronics,30.49,1,SPRING20,30.49,TRUE
970,292,6/27/2024,West,Electronics,13.38,4,WELCOME10,53.52,TRUE
971,96,4/10/2024,South,Clothing,18.53,4,SPRING20,74.12,TRUE
972,30,4/16/2024,East,Home,14.53,4,,58.12,TRUE
973,279,8/18/2024,West,Clothing,104.8,4,,419.2,TRUE
974,248,5/31/2024,South,Electronics,103.33,3,,309.99,TRUE
975,267,7/12/2024,North,Clothing,139.6,4,,558.4,TRUE
976,299,9/13/2024,West,Electronics,16.46,4,,65.84,TRUE
977,73,10/15/2024,South,Clothing,39.88,3,,119.64,TRUE
978,32,4/14/2024,South,Clothing,70.63,3,,211.89,TRUE
979,83,12/12/2024,West,Electronics,192.16,3,,576.48,TRUE
980,136,11/27/2024,South,Home,53.71,2,SPRING20,107.42,TRUE
981,216,12/23/2024,North,Home,134.98,4,,539.92,TRUE
982,137,4/24/2024,North,Clothing,9.53,3,SPRING20,28.59,TRUE
983,24,1/26/2024,South,Clothing,210.96,1,SPRING20,210.96,FALSE
984,291,7/2/2024,West,Clothing,135.94,3,WELCOME10,407.82,TRUE
985,252,3/10/2024,North,Clothing,51.37,1,,51.37,TRUE
986,132,1/6/2024,East,Clothing,76.79,1,SPRING20,76.79,TRUE
987,16,9/27/2024,West,Electronics,33.37,4,SPRING20,133.48,TRUE
988,281,8/3/2024,West,Clothing,16.48,4,,65.92,TRUE
989,63,1/3/2024,East,Books,6.14,1,WELCOME10,6.14,TRUE
990,107,4/1/2024,West,Home,116.94,2,SPRING20,233.88,TRUE
991,122,3/5/2024,North,Home,57.98,3,,173.94,TRUE
992,27,9/5/2024,North,Books,66.63,4,,266.52,TRUE
993,99,8/14/2024,North,Home,66.69,1,SPRING20,66.69,TRUE
994,238,3/28/2024,South,Books,110.19,1,,110.19,TRUE
995,48,1/25/2024,South,Clothing,62.63,1,,62.63,TRUE
996,164,4/25/2024,North,Clothing,7.64,1,,7.64,TRUE
997,145,9/27/2024,South,Books,50.88,4,,203.52,TRUE
998,216,11/29/2024,East,Home,31.22,3,SPRING20,93.66,TRUE
999,240,8/28/2024,North,Electronics,287.13,4,,1148.52,TRUE
1000,186,10/15/2024,East,Home,42.42,4,,169.68,TRUE
